id,algorithm
11041,"Dense Neural Networks (MLPs, etc)"
11041,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11041,Evolutionary Approaches
11042,Convolutional Neural Networks
11042,Decision Trees or Random Forests
11044,Decision Trees or Random Forests
11044,Generative Adversarial Networks
11044,"Dense Neural Networks (MLPs, etc)"
11044,Recurrent Neural Networks
11044,Convolutional Neural Networks
11044,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11044,"Transformer Networks (BERT, gpt-3, etc)"
11044,Bayesian Approaches
11044,Linear or Logistic Regression
11044,"Autoencoder Networks (DAE, VAE, etc)"
11044,Evolutionary Approaches
11045,Decision Trees or Random Forests
11046,Bayesian Approaches
11046,Decision Trees or Random Forests
11046,Linear or Logistic Regression
11047,Decision Trees or Random Forests
11047,Graph Neural Networks
11047,"Dense Neural Networks (MLPs, etc)"
11047,Linear or Logistic Regression
11047,Bayesian Approaches
11047,Recurrent Neural Networks
11048,Decision Trees or Random Forests
11048,Bayesian Approaches
11048,Recurrent Neural Networks
11048,Linear or Logistic Regression
11050,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11050,Decision Trees or Random Forests
11050,"Transformer Networks (BERT, gpt-3, etc)"
11050,Convolutional Neural Networks
11050,Recurrent Neural Networks
11050,Bayesian Approaches
11050,"Dense Neural Networks (MLPs, etc)"
11050,"Autoencoder Networks (DAE, VAE, etc)"
11050,Linear or Logistic Regression
11053,Decision Trees or Random Forests
11053,Linear or Logistic Regression
11056,Linear or Logistic Regression
11056,"Dense Neural Networks (MLPs, etc)"
11056,Bayesian Approaches
11056,Convolutional Neural Networks
11056,Decision Trees or Random Forests
11059,Other
11060,Decision Trees or Random Forests
11060,"Dense Neural Networks (MLPs, etc)"
11060,Linear or Logistic Regression
11064,Linear or Logistic Regression
11064,Convolutional Neural Networks
11064,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11064,Decision Trees or Random Forests
11066,Decision Trees or Random Forests
11066,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11066,Linear or Logistic Regression
11068,"Transformer Networks (BERT, gpt-3, etc)"
11068,"Autoencoder Networks (DAE, VAE, etc)"
11068,Linear or Logistic Regression
11068,"Dense Neural Networks (MLPs, etc)"
11068,Convolutional Neural Networks
11068,Recurrent Neural Networks
11069,"Transformer Networks (BERT, gpt-3, etc)"
11071,Linear or Logistic Regression
11071,Decision Trees or Random Forests
11071,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11073,Decision Trees or Random Forests
11073,Convolutional Neural Networks
11073,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11073,"Dense Neural Networks (MLPs, etc)"
11073,Linear or Logistic Regression
11074,Convolutional Neural Networks
11075,Bayesian Approaches
11075,Linear or Logistic Regression
11075,Decision Trees or Random Forests
11076,Linear or Logistic Regression
11078,Linear or Logistic Regression
11078,Decision Trees or Random Forests
11078,"Dense Neural Networks (MLPs, etc)"
11079,Bayesian Approaches
11079,Linear or Logistic Regression
11079,Decision Trees or Random Forests
11079,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11079,"Transformer Networks (BERT, gpt-3, etc)"
11080,Decision Trees or Random Forests
11080,Linear or Logistic Regression
11081,"Dense Neural Networks (MLPs, etc)"
11081,"Transformer Networks (BERT, gpt-3, etc)"
11081,Decision Trees or Random Forests
11081,Recurrent Neural Networks
11081,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11081,Linear or Logistic Regression
11081,Bayesian Approaches
11081,Convolutional Neural Networks
11082,Convolutional Neural Networks
11082,Linear or Logistic Regression
11082,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11082,Decision Trees or Random Forests
11083,Linear or Logistic Regression
11083,Decision Trees or Random Forests
11084,Linear or Logistic Regression
11084,Decision Trees or Random Forests
11084,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11085,Linear or Logistic Regression
11086,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11086,Recurrent Neural Networks
11086,Bayesian Approaches
11086,Linear or Logistic Regression
11086,Graph Neural Networks
11086,Convolutional Neural Networks
11086,"Transformer Networks (BERT, gpt-3, etc)"
11086,Decision Trees or Random Forests
11087,Recurrent Neural Networks
11087,"Dense Neural Networks (MLPs, etc)"
11087,Linear or Logistic Regression
11087,"Transformer Networks (BERT, gpt-3, etc)"
11087,Decision Trees or Random Forests
11087,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11087,Convolutional Neural Networks
11089,Decision Trees or Random Forests
11089,Convolutional Neural Networks
11090,Bayesian Approaches
11090,Linear or Logistic Regression
11090,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11090,Decision Trees or Random Forests
11091,Bayesian Approaches
11091,Linear or Logistic Regression
11091,Decision Trees or Random Forests
11095,Recurrent Neural Networks
11095,"Dense Neural Networks (MLPs, etc)"
11095,Linear or Logistic Regression
11095,Decision Trees or Random Forests
11099,Bayesian Approaches
11099,Linear or Logistic Regression
11099,Generative Adversarial Networks
11099,Decision Trees or Random Forests
11100,Recurrent Neural Networks
11100,Linear or Logistic Regression
11100,Decision Trees or Random Forests
11100,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11101,Decision Trees or Random Forests
11101,Linear or Logistic Regression
11101,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11102,Recurrent Neural Networks
11102,Linear or Logistic Regression
11104,Linear or Logistic Regression
11105,Evolutionary Approaches
11105,"Transformer Networks (BERT, gpt-3, etc)"
11105,Generative Adversarial Networks
11105,"Autoencoder Networks (DAE, VAE, etc)"
11105,Recurrent Neural Networks
11105,Linear or Logistic Regression
11105,Decision Trees or Random Forests
11105,Convolutional Neural Networks
11106,Linear or Logistic Regression
11107,Decision Trees or Random Forests
11107,Linear or Logistic Regression
11107,Bayesian Approaches
11107,Convolutional Neural Networks
11108,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11108,Linear or Logistic Regression
11111,Generative Adversarial Networks
11111,Convolutional Neural Networks
11111,"Dense Neural Networks (MLPs, etc)"
11113,"Dense Neural Networks (MLPs, etc)"
11113,Convolutional Neural Networks
11113,"Autoencoder Networks (DAE, VAE, etc)"
11114,Linear or Logistic Regression
11114,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11114,Bayesian Approaches
11114,Convolutional Neural Networks
11114,"Transformer Networks (BERT, gpt-3, etc)"
11114,Decision Trees or Random Forests
11114,Recurrent Neural Networks
11115,Linear or Logistic Regression
11115,Decision Trees or Random Forests
11115,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11115,Recurrent Neural Networks
11115,Convolutional Neural Networks
11116,Linear or Logistic Regression
11116,Bayesian Approaches
11117,Linear or Logistic Regression
11118,Decision Trees or Random Forests
11118,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11118,Linear or Logistic Regression
11119,Linear or Logistic Regression
11119,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11119,"Dense Neural Networks (MLPs, etc)"
11119,Decision Trees or Random Forests
11120,Convolutional Neural Networks
11120,Decision Trees or Random Forests
11120,Linear or Logistic Regression
11121,Bayesian Approaches
11121,Decision Trees or Random Forests
11122,Recurrent Neural Networks
11122,Linear or Logistic Regression
11122,Generative Adversarial Networks
11122,Convolutional Neural Networks
11123,Recurrent Neural Networks
11125,Convolutional Neural Networks
11125,Decision Trees or Random Forests
11125,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11125,Linear or Logistic Regression
11125,"Dense Neural Networks (MLPs, etc)"
11126,Recurrent Neural Networks
11126,Linear or Logistic Regression
11127,Linear or Logistic Regression
11127,Convolutional Neural Networks
11127,Graph Neural Networks
11128,Linear or Logistic Regression
11128,Decision Trees or Random Forests
11130,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11130,Linear or Logistic Regression
11130,Bayesian Approaches
11130,Decision Trees or Random Forests
11132,Decision Trees or Random Forests
11132,"Transformer Networks (BERT, gpt-3, etc)"
11132,"Dense Neural Networks (MLPs, etc)"
11132,Recurrent Neural Networks
11132,"Autoencoder Networks (DAE, VAE, etc)"
11132,Convolutional Neural Networks
11132,Linear or Logistic Regression
11132,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11133,Linear or Logistic Regression
11133,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11133,Generative Adversarial Networks
11133,Convolutional Neural Networks
11134,"Dense Neural Networks (MLPs, etc)"
11134,Decision Trees or Random Forests
11136,Generative Adversarial Networks
11136,Convolutional Neural Networks
11136,Decision Trees or Random Forests
11136,"Dense Neural Networks (MLPs, etc)"
11136,Linear or Logistic Regression
11137,Decision Trees or Random Forests
11137,Convolutional Neural Networks
11137,Graph Neural Networks
11138,Linear or Logistic Regression
11138,Decision Trees or Random Forests
11138,Bayesian Approaches
11139,Linear or Logistic Regression
11140,Convolutional Neural Networks
11140,Linear or Logistic Regression
11140,Generative Adversarial Networks
11140,"Transformer Networks (BERT, gpt-3, etc)"
11140,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11140,Recurrent Neural Networks
11140,Decision Trees or Random Forests
11142,"Transformer Networks (BERT, gpt-3, etc)"
11142,Convolutional Neural Networks
11144,Linear or Logistic Regression
11144,Recurrent Neural Networks
11144,"Dense Neural Networks (MLPs, etc)"
11144,Convolutional Neural Networks
11147,Decision Trees or Random Forests
11147,"Dense Neural Networks (MLPs, etc)"
11147,"Autoencoder Networks (DAE, VAE, etc)"
11147,"Transformer Networks (BERT, gpt-3, etc)"
11147,Linear or Logistic Regression
11148,Decision Trees or Random Forests
11148,Linear or Logistic Regression
11148,Bayesian Approaches
11149,"Dense Neural Networks (MLPs, etc)"
11149,"Autoencoder Networks (DAE, VAE, etc)"
11149,Convolutional Neural Networks
11149,Linear or Logistic Regression
11152,Linear or Logistic Regression
11153,Linear or Logistic Regression
11154,Decision Trees or Random Forests
11154,Bayesian Approaches
11154,Linear or Logistic Regression
11155,Linear or Logistic Regression
11155,"Dense Neural Networks (MLPs, etc)"
11156,"Transformer Networks (BERT, gpt-3, etc)"
11156,Decision Trees or Random Forests
11156,Generative Adversarial Networks
11156,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11156,Linear or Logistic Regression
11156,"Dense Neural Networks (MLPs, etc)"
11157,Decision Trees or Random Forests
11157,Convolutional Neural Networks
11157,Linear or Logistic Regression
11157,Recurrent Neural Networks
11157,Bayesian Approaches
11158,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11158,Convolutional Neural Networks
11158,Decision Trees or Random Forests
11158,Bayesian Approaches
11158,Linear or Logistic Regression
11159,Decision Trees or Random Forests
11159,Linear or Logistic Regression
11159,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11162,"Transformer Networks (BERT, gpt-3, etc)"
11162,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11162,Convolutional Neural Networks
11162,"Dense Neural Networks (MLPs, etc)"
11162,Decision Trees or Random Forests
11162,Bayesian Approaches
11162,"Autoencoder Networks (DAE, VAE, etc)"
11163,Decision Trees or Random Forests
11163,Linear or Logistic Regression
11165,Linear or Logistic Regression
11165,Convolutional Neural Networks
11165,"Dense Neural Networks (MLPs, etc)"
11165,Decision Trees or Random Forests
11166,Linear or Logistic Regression
11168,Convolutional Neural Networks
11168,"Transformer Networks (BERT, gpt-3, etc)"
11168,"Dense Neural Networks (MLPs, etc)"
11169,Convolutional Neural Networks
11169,Decision Trees or Random Forests
11170,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11171,"Transformer Networks (BERT, gpt-3, etc)"
11172,Linear or Logistic Regression
11172,Decision Trees or Random Forests
11172,Bayesian Approaches
11172,Convolutional Neural Networks
11173,Decision Trees or Random Forests
11174,Decision Trees or Random Forests
11174,Linear or Logistic Regression
11177,Convolutional Neural Networks
11177,Linear or Logistic Regression
11177,"Autoencoder Networks (DAE, VAE, etc)"
11177,"Dense Neural Networks (MLPs, etc)"
11177,"Transformer Networks (BERT, gpt-3, etc)"
11177,Recurrent Neural Networks
11178,Bayesian Approaches
11178,Generative Adversarial Networks
11178,Decision Trees or Random Forests
11178,Linear or Logistic Regression
11179,Evolutionary Approaches
11179,Linear or Logistic Regression
11179,Decision Trees or Random Forests
11180,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11180,Bayesian Approaches
11180,Decision Trees or Random Forests
11181,Linear or Logistic Regression
11181,Decision Trees or Random Forests
11182,"Dense Neural Networks (MLPs, etc)"
11182,Bayesian Approaches
11182,Recurrent Neural Networks
11183,Bayesian Approaches
11183,Graph Neural Networks
11185,Decision Trees or Random Forests
11185,Linear or Logistic Regression
11185,"Dense Neural Networks (MLPs, etc)"
11187,Linear or Logistic Regression
11189,Decision Trees or Random Forests
11189,Linear or Logistic Regression
11190,"Dense Neural Networks (MLPs, etc)"
11190,Convolutional Neural Networks
11190,Decision Trees or Random Forests
11190,Recurrent Neural Networks
11190,Bayesian Approaches
11190,Generative Adversarial Networks
11190,Linear or Logistic Regression
11191,"Dense Neural Networks (MLPs, etc)"
11191,Linear or Logistic Regression
11191,Decision Trees or Random Forests
11192,Other
11192,Convolutional Neural Networks
11195,Bayesian Approaches
11195,Linear or Logistic Regression
11195,Decision Trees or Random Forests
11195,Recurrent Neural Networks
11196,Bayesian Approaches
11196,Linear or Logistic Regression
11198,Convolutional Neural Networks
11198,"Transformer Networks (BERT, gpt-3, etc)"
11198,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11198,Decision Trees or Random Forests
11198,Linear or Logistic Regression
11199,Linear or Logistic Regression
11200,Recurrent Neural Networks
11200,Linear or Logistic Regression
11200,Decision Trees or Random Forests
11200,Bayesian Approaches
11200,Graph Neural Networks
11201,Convolutional Neural Networks
11202,Bayesian Approaches
11202,Linear or Logistic Regression
11202,Graph Neural Networks
11202,Decision Trees or Random Forests
11203,Convolutional Neural Networks
11203,"Transformer Networks (BERT, gpt-3, etc)"
11203,Bayesian Approaches
11203,Recurrent Neural Networks
11203,"Dense Neural Networks (MLPs, etc)"
11203,Evolutionary Approaches
11203,"Autoencoder Networks (DAE, VAE, etc)"
11203,Generative Adversarial Networks
11203,Graph Neural Networks
11203,Linear or Logistic Regression
11203,Decision Trees or Random Forests
11203,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
11204,Decision Trees or Random Forests
